conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0,التعرف على الاحتياجات التكنولوجية,released,skill/competence,cross-sector,,"تقدير الاحتياجات والتعرف على الأدوات الرقمية والإجابات التكنولوجية المحتملة لتلبيتها. ضبط وتخصيص البيئات الرقمية بما يتفق مع الاحتياجات الشخصية (مثلا سهولة الوصول).
   ",http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91 | http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,حل المشكلات باستخدام الأدوات الرقمية|حل المشكلات باستخدام الأدوات الرقمية | تطوير الحلول
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d97e3c3-f335-47cc-a4ee-0d779fd42222,الإشراف على البيانات والمعلومات والمحتوى الرقمي,released,skill/competence,cross-sector,,تنظيم وتخزين واسترجاع البيانات والمعلومات والمحتوى في البيئات الرقمية. تنظيمها ومعالجتها في بيئة منظَّمة.,http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,معالجة البيانات الرقمية|معالجة البيانات الرقمية | إدارة المعلومات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143,التواصل والتعاون الرقمي|التواصل والتعاون الرقمي,released,,,,التواصل في البيئات الرقمية ومشاركة الموارد من خلال أدوات عبر الإنترنت والتواصل مع الآخرين والتعاون من خلال أدوات رقمية والتفاعل والمشاركة في المجتمعات والشبكات والوعي بين الثقافات.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,استخدام الأدوات الرقمية للتعاون والإنتاجية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5af49836-2269-46d9-87b9-0d3140c6c22e,دمج المحتوى الرقمي ويعيد توضيحه,released,skill/competence,cross-sector,,تعديل وانتقاء وتحسين ودمج المعلومات والمحتوى في كيان معرفي موجود لإنشاء محتوى ومعرفة مناسبة وأصلية وجديدة.,http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,إنشاء محتوى رقمي|إنشاء محتوى رقمي | استخدام الأدوات الرقمية للتعاون والإنتاجية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5fd5c985-eaaa-47aa-8314-62359c54505a,تطوير المحتوى الرقمي,released,skill/competence,cross-sector,,إنشاء وتحرير المحتوى الرقمي بصيغ مختلفة، والتعبير عن نفسه بوسائل رقمية.,http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,إنشاء محتوى رقمي|إنشاء محتوى رقمي | استخدام الأدوات الرقمية للتعاون والإنتاجية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a,معالجة البيانات الرقمية|معالجة البيانات الرقمية,released,,,,تحديد المعلومات الرقمية وتحديد موقعها واسترجاعها وتخزينها وتنظيمها وتحليلها، والحكم على أهميتها والغرض منها.,http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,الوصول إلى البيانات الرقمية وتحليلها
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91,حل المشكلات باستخدام الأدوات الرقمية|حل المشكلات باستخدام الأدوات الرقمية,released,,,,تحديد الاحتياجات والموارد الرقمية، واتخاذ قرارات مستنيرة بشأن معظم الأدوات الرقمية المناسبة وفقًا للغرض أو الحاجة، وحل المشكلات المفاهيمية من خلال الوسائل الرقمية، واستخدام التقنيات، وحل المشكلات التقنية، وتحديث الكفاءة الخاصة بالآخرين.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,استخدام الأدوات الرقمية للتعاون والإنتاجية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a12057b4-6d11-4a12-ab8e-15a028ef0a6d,التفاعل من خلال التقنيات الرقمية,released,skill/competence,cross-sector,,التفاعل من خلال مجموعة متنوعة من التقنيات الرقمية وفهم طرق الاتصال الرقمي المناسبة لسياق معين.,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,التواصل والتعاون الرقمي|التواصل والتعاون الرقمي | استخدام الأدوات الرقمية للتعاون والإنتاجية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a91732ce-988e-4105-9570-f425c6ffdc82,نظام الملكية الفكرية للمحتوى الرقمي,released,knowledge,cross-sector,,"أحكام حقوق النشر والترخيص التي تنطبق على البيانات والمعلومات والمحتوى الرقمي.
	",http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8 | http://data.europa.eu/esco/isced-f/0211,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc0b0b5d-f6be-405a-b224-b6902a4dbe97,إدارة الهوية الرقمية,released,skill/competence,cross-sector,,إنشاء هوية رقمية أو عدة هويات رقمية وإدارتها، وامتلاك القدرة على حماية سمعة الشخص، والتعامل مع البيانات التي يصدرها أحدهم من خلال العديد من الأدوات والبيئات والخدمات الرقمية.,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143 | http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,التواصل والتعاون الرقمي|التواصل والتعاون الرقمي | العمل مع الأجهزة والتطبيقات الرقمية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c4ba12d1-4698-42fa-8abb-789462ea2586,حماية البيئة من تأثير التكنولوجيات الرقمية,released,skill/competence,occupation-specific,,الدراية بالآثار البيئيّة للتكنولوجيّات الرّقميّة واستخداماتها.,http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,تقييم آثار التصرفات الشخصية على البيئة | سلامة تكنولوجيا المعلومات والاتصالات|سلامة تكنولوجيا المعلومات والاتصالات | الالتزام بقوانين ومعايير حماية البيئة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1ed5b3a-cab5-4c5d-baf8-0214998b58fb,حماية الصحة والرفاهية أثناء استخدام التكنولوجيات الرقمية,released,skill/competence,cross-sector,,امتلاك القدرة على تجنُّب المخاطر الصحية والتهديدات للسلامة البدنية والنفسية أثناء استخدام التقنيات الرقمية. امتلاك القدرة على حماية الذات والغير من المخاطر المحتملة في البيئات الرقمية (مثل التنمّر الإلكتروني). معرفة التقنيات الرقمية لتحقيق الرفاهية الاجتماعية والاندماج الاجتماعي.,http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2 | http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,سلامة تكنولوجيا المعلومات والاتصالات|سلامة تكنولوجيا المعلومات والاتصالات | الالتزام بإجراءات الصحة والسلامة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e,حماية أجهزة تكنولوجيا المعلومات والاتصالات,released,skill/competence,cross-sector,,حماية الأجهزة والمحتوى الرقمي، وفهم المخاطر والتهديدات في البيئات الرقمية. التعرف على تدابير السلامة والأمن، مع مراعاة المصداقية والخصوصية. استخدام الأدوات والطرق التي تزيد من أمان أجهزة تكنولوجيا المعلومات والاتصالات والمعلومات عن طريق التحكم في أساليب الوصول؛ مثل كلمات المرور والتوقيعات الرقمية والقياسات الحيوية وأنظمة الحماية مثل جدار الحماية ومكافحة الفيروسات وعوامل تصفية البريد المزعج.,http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2 | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,سلامة تكنولوجيا المعلومات والاتصالات|سلامة تكنولوجيا المعلومات والاتصالات | حماية أجهزة تكنولوجيا المعلومات والاتصالات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e439742d-558d-4f52-885e-afdc740b48cf,تصفح البيانات والمعلومات والمحتوى الرقمي والبحث فيهم وتصفيتهم,released,skill/competence,cross-sector,,تحديد المعلومات المطلوبة، والبحث عن البيانات والمعلومات والمحتوى في بيئات العمل الرقمية، والوصول إليها والمفاضلة بينها. وضع وتحديث إستراتيجيات البحث الشخصية.,http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a | http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,معالجة البيانات الرقمية|معالجة البيانات الرقمية | تصفح البيانات الرقمية والبحث فيها وتصفيتها
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8,إنشاء محتوى رقمي|إنشاء محتوى رقمي,released,,,,إنشاء محتوى جديد وتحريره (من معالجة النصوص إلى الصور والفيديو)؛ دمج المعارف والمحتوى السابق وإعادة توثيقها؛ إنتاج تعبيرات إبداعية ومخرجات وبرمجة وسائط؛ التعامل مع حقوق الملكية الفكرية والتراخيص وتطبيقها.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,استخدام الأدوات الرقمية للتعاون والإنتاجية
