conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39,تأليف منشورات بحثية,released,skill/competence,cross-sector,,قراءة وتفسير منشورات علمية تتناول مشكلة بحثية، ومنهج البحث، وحل المشكلة والنظرية. مقارنتهم واستخراج المعلومات المطلوبة.,http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39 | http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,معالجة المعلومات النوعية | جمع المعلومات من المصادر المادية أو الإلكترونية | توليف المعلومات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,إدارة النمو المهني الشخصي,released,skill/competence,cross-sector,,"تحمل مسؤولية التعليم مدى الحياة والنمو المهني المستمر. المشاركة في التعليم لدعم الخبرة المهنية وتحديثها. التعرف على نقاط الأولويات للنمو المهني المعتمد على التفكير في الممارسة الشخصية والاتصالات مع الأقران وأصحاب المصلحة.
    ",http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be | http://data.europa.eu/esco/skill/7e0b93e0-0de7-4607-b07f-27a6828d3ff0,إدارة التقدم الشخصي | تطوير البرامج التعليمية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869,حل المشاكل,released,skill/competence,transversal,,"إيجاد الحلول للمشاكل العملية والتشغيلية أو المنهجية في سياقات متعددة.
  ",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,التعامل مع المشاكل
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f,تطبيق التعلم المدمج,released,skill/competence,cross-sector,,"التعود على أدوات التعلم المدمج من خلال مزج سبل التعلم التقليدية، وجها لوجه، والتعلم على الخط بواسطة الأدوات الرقمية، والتكنولوجيات على الخط وطرق التعلم الإلكترونية.
    ",http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,التدريس والتدريب
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,التعبير عن روح المبادرة التجارية,released,skill/competence,transversal,,"تنمية وتنظيم وإدارة مشروعك الخاص، والتعرف على الفرص واتباعها وحشد الموارد مع وضع نصب أعينك تحقيق الربحية. التعبير عن سلوك تفاعلي وإرادة تحقيق النجاح في المشروعات
  ",http://data.europa.eu/esco/skill/6c6957bf-cf1f-4483-9c7e-1655f251b01a,تطبيق روح خلق المشروعات والمهارات المالية والخبرات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562,كتابة النشرات العلمية,released,skill/competence,cross-sector,,"تقديم الفرضية والنتائج والاستنتاجات الخاصة ببحثه العلمي في مجال خبرته في منشور مهني.
	",http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d | http://data.europa.eu/esco/skill/7a34b3d9-bd3b-4f4e-a0f6-f97439901cb7 | http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,تقديم محتوى مكتوب | تطبيق الأساليب العلمية | توزيع النتائج على المجتمع العلمي | الكتابة التقنية أو الأكاديمية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386,بناء شبكات مهنية يشترك فيها الباحثون والعلماء,released,skill/competence,cross-sector,,"تنمية الروابط والعلاقات أو الشراكات، وتبادل المعلومات مع الآخرين. تعزيز أنماط التعاون المتكامل والمفتوح حيث مختلف أصحاب المصلحة يشتركون في البحث والابتكارات القيمة. تنمية ملامحك الشخصية أو علامتك وأن تصبح مرئياً وسهل الوصول في بيئات الشبكات على الخط أو وجهاً لوجه.
    ",http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,تطوير العلاقات أو الشبكات المهنية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d,تضمين البعد الجنساني في البحث,released,skill/competence,cross-sector,,الأخذ في الاعتبار في مجمل عملية البحث الخصائص البيولوجية والوظائف الثقافية والاجتماعية المتطورة للنساء والرجال (البعد الجنساني).,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,تنفيذ البحوث الأكاديمية أو أبحاث السوق
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,إدارة قسم المشاريع,released,skill/competence,cross-sector,,إدارة وتخطيط للموارد المُختلفة مثل الموارد البشرية، والميزانية، والموعد النهائي، والنتائج، والجودة اللازمة لمشروعٍ معين ومراقبة تقدُّم المنتجات من أجل تحقيق هدفٍ محدد ضمن الفترة الزمنية والميزانية المُحددة.,http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca | http://data.europa.eu/esco/skill/ccfbdaad-b91d-4bfe-bd0e-d30b33587f19,قيادة المشاريع والإشراف عليها وتنسيقها | الاحتفاظ بسجلات تقدم العمل
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,إدارة النشرات المفتوحة,released,skill/competence,cross-sector,,"الاعتياد على استراتيجيات النشر المفتوح، مع استخدام تكنولوجيا المعلومات لدعم البحث وتنمية وإدارة CRIS (أنظمة المعلومات البحثية الحالية) والمستودعات المؤسسية. تقديم المشورة حول التراخيص وحقوق التأليف والنشر، واستخدام مؤشر القياسات الببليوجرافية، وقياس وقع البحث وإعداد تقرير بذلك.
    ",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,استخدام الأدوات الرقمية للتعاون والإنتاجية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,وضع الخطط,released,skill/competence,transversal,,"إدارة جدول زمني وموارد شخص ما من أجل الانتهاء من المهام في الوقت المناسب.
  ",http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,التخطيط والتنظيم
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,توليف المعلومات,released,skill/competence,cross-sector,,"القراءة الناقدة والتفسير وتلخيص المعلومات الجديدة والمُركبة من مصادر مختلفة.
	",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,معالجة المعلومات النوعية | جمع المعلومات من المصادر المادية أو الإلكترونية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,القيام بالبحث عبر النظم المختلفة,released,skill/competence,cross-sector,,"إجراء البحث عبر الحدود الانضباطية والوظيفية.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,تنفيذ البحوث الأكاديمية أو أبحاث السوق
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7,تشجيع مشاركة الجمهور في البحث,released,skill/competence,cross-sector,,"مشاركة الجمهور في التصميم وقيادة البحث ونشره.
	",http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12 | http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,المشاركة النشطة في الحياة المدنية | تنفيذ البحوث الأكاديمية أو أبحاث السوق
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9,تبادل الاتصال حول الاستنتاجات العلمية,released,skill/competence,cross-sector,,"مشاركة آخر ما تم التوصل إليه من نتائج والحماس العلمي مع الجمهور، وزيادة وعي الجمهور، وتقديره وفهمه للعلوم، وتشجيع استخدام النتائج العلمية في تكوين الرأي.
	",http://data.europa.eu/esco/skill/8f9f8b20-ff26-4392-b04f-695dcde5b90a,تقديم المعلومات البحثية أو التقنية
