conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04012dd1-478d-4eec-9951-dd623bfe86ca,الزراعة المناخية الذكية,released,knowledge,sector-specific,,"مقترب متكامل لإدارة صفحة الأرض يهدف إلى زيادة إنتاجية مزارع المواد الغذائية، وزيادة مقاومة المحصول، وتحسين أمان الطعام، وتقليل الانبعاثات والتكيف مع التغير المناخي.
   ",http://data.europa.eu/esco/isced-f/0811,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/052b829c-67c5-466f-9300-0e0b001a68ef,صياغة عقود أداء الطاقة,released,skill/competence,sector-specific,,"إعداد ومراجعة العقود التي تصف أداء الطاقة والتأكد في نفس الوقت أنها تمتثل للمتطلبات القانونية.
	",http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,التفاوض للوصول إلى حل وسط | الكتابة التقنية أو الأكاديمية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05dbdec3-c9d0-4f15-91ad-0700475a0f75,تحديد التأثيرات البيئية على أقدام الماشية,released,skill/competence,occupation-specific,,تقييم البيئة وتأثيرها على صحة أقدام الماشية. تشمل العوامل البيئية النظام الغذائي والمسكن والتعرض للبيئة.,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,تقديم المشورة بشأن القضايا البيئية | تقييم الأثر البيئي
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,الطاقة الشمسية,released,knowledge,cross-sector,,الطاقة التي تنشأ من الضوء والحرارة من الشمس، والتي يمكن استغلالها واستخدامها كمصدر متجدد للطاقة باستخدام تقنيات مختلفة، مثل الفولتية الضوئية (PV) لإنتاج الكهرباء والطاقة الحرارية الشمسية (STE) لتوليد الطاقة الحرارية.,http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062ec888-7fd2-4b1e-860e-4cdcc9503ab3,إدارة تصاريح موارد الأرض,released,skill/competence,sector-specific,,دراسة التأثير المُحتمَل لاستغلال موارد الأرض على المياه والمواطن البيئية المائية. تقديم التوصيات فيما يخص اعتماد التصاريح لتلك الأغراض أو رفضها.,http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,إعداد الوثائق للعقود أو للطلبات أو للتصاريح
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/065ec709-e0f4-407f-91fe-9feab66942be,تصميم أنظمة الرش,released,skill/competence,occupation-specific,,تصميم أنظمة الرش. الأخذ في الاعتبار قضايا حفظ المياه والسمات الحالية والمقترحة لتصميم المواقع والتسلسل الزمني للأنظمة القائمة.,http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,تصميم المواد أو الأنظمة أو المنتجات الصناعية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06a4004d-ee47-44ff-ae2f-a038ba0c0256,تنفيذ دراسة جدوى حول قدرة أنظمة الرياح الصغيرة,released,skill/competence,sector-specific,,"تنفيذ عمليات تقدير وتقييم إمكانيات أنظمة توليد الطاقة من أجهزة الرياح الصغيرة. تحقيق دراسة معايرة لتقدير حاجة المبنى من القدرة الكهربائية، نصيب قدرة أنظمة الرياح الصغيرة ضمن إجمالي الإمداد، وقيادة البحث لدعم عملية صنع القرار.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,تنفيذ دراسة الجدوى | تحليل العمليات التجارية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/072f35a1-98e7-4a6c-9a19-474ace5644da,زراعة المحاصيل للحصول على الكتلة الحيوية,released,skill/competence,sector-specific,,زراعة المحاصيل ومعالجتها للحصول على الكتلة الحيوية.,http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,زراعة الأراضي والمحاصيل
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07c29939-d5fe-4f7f-8546-f1d02fd352db,فحص أنظمة الصوامع,released,skill/competence,sector-specific,,فحص أنظمة الصوامع لتقليل أي انبعاثات ضارة أثناء استخدامها.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,الالتزام بقوانين ومعايير حماية البيئة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ec6866-d283-46a6-991c-e8ce0c6fc159,تفسير البيانات العلمية لتقييم نوعية المياه,released,skill/competence,cross-sector,,تحليل البيانات مثل الخواص الحيوية وتفسيرها لمعرفة نوعية المياه.,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,ادارة اختبار نوعية المياه | تحديد البيانات والمعلومات والمحتوى الرقمي | تحليل البيانات العلمية | تحليل البيانات العلمية والطبية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636,السياسة البيئية,released,knowledge,cross-sector,,السياسات المحلية والوطنية والدولية التي تتعامل مع تعزيز الاستدامة البيئية وتطوير المشاريع التي تُقلل من الأثر البيئي السلبي وتُحسِّن حالة البيئة.,http://data.europa.eu/esco/isced-f/0521,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085c8851-2354-44ae-98de-367bdde8bf58,التواصل مع منشآت معالجة الفضلات,released,skill/competence,occupation-specific,,التواصل مع المنشآت المسؤولة عن معالجة الفضلات الخطرة أو غير الخطرة لضمان التعاون الفعال في تنظيم إجراءات معالجة الفضلات.,http://data.europa.eu/esco/skill/47f14289-3bcd-4575-9cc1-15c582d1da29 | http://data.europa.eu/esco/skill/a19c5139-1250-4a60-9c31-a3243cca06cc,ادارة مرفق معالجة النفايات | تبادل الاتصال مع الزملاء والعملاء
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,التأكد من الامتثال للتشريعات البيئية,released,skill/competence,cross-sector,,مراقبة الأنشطة وممارسة المهام لضمان الامتثال للمعايير المشتملة على الحماية والاستدامة البيئية وتعديل الأنشطة في حالة التغيرات في التشريعات البيئية. الحرص على امتثال العمليات للتشريعات البيئية والممارسات المثالية.,http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,التأكد من الامتثال للمتطلبات القانونية | الالتزام بقوانين ومعايير حماية البيئة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a5f6dd-d3dd-4371-9919-6d730f34499c,تثبيت الألواح الكهروضوئية,released,skill/competence,occupation-specific,,تثبيت الألواح الكهروضوئية بإحكام باستخدام نظام التثبيت المحدد في المكان المحدد وبالميل المطلوب.,http://data.europa.eu/esco/skill/30b280e7-2468-440b-a78f-f1e7f515d60a,توزيع المواد والأدوات أو المعدات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09473fea-69ea-40dc-9ff4-bbaaff10840e,إدارة المراجعات الهندسية للمواقع,released,skill/competence,cross-sector,,جمع المعلومات الهيكلية والكهربائية ومعلومات المواقع ذات الصلة من أجل إدارة المراجعات الهندسية للمواقع. تُستخدم تلك المعلومات لتصميم الحلول الهندسية مثل أنظمة الطاقة الشمسية.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3 | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,التفكير الناقد | مراقبة الأنشطة التشغيلية | معالجة المعلومات النوعية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09c28e46-712a-4c11-a4ae-67ae554ea940,تقديم المشورة بشأن خفض استخدام المواد الكيميائية,released,skill/competence,cross-sector,,"تقديم المشورة بشأن خفض استخدام المواد الكيميائية مثل المبيدات الحشرية، وانبعاثات المواد الكيميائية المختلفة للحد من تأثيرها على البيئة، وكذلك التقليل من مخاطرها على الناس. ومواكبة اللوائح والسياسات في هذا المجال.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,تقديم المشورة بشأن القضايا البيئية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e,أنواع مولدات تيارات المد والجذر,released,knowledge,sector-specific,,"مختلف أنواع المولدات مثل توربينات السريان المتعارض، وتوربينات زيادة الاندفاع، وأجهزة تأثير فنتوري، أو توربينات المد والجذر التي تشبه الطائرات. وتستخدم لاستخراج الطاقة من التيارات المائية، سواء في الأنهار أو مصبات الأنهار مستفيدة من نطاق المد والجذر وكذلك من التيارات في أعماق البحار.
	",http://data.europa.eu/esco/isced-f/0713,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,إجراء تدقيق لحسابات الطاقة,released,skill/competence,sector-specific,,تحليل استهلاك الطاقة وتقييمه بطريقة منظَّمة لتحسين أداء الطاقة.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,التفكير الناقد | تحليل العمليات التجارية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b3ae8c1-771e-4483-b3da-fd420fe6545b,السعى جاهدًا للمحافظة على طبيعة المياه,released,skill/competence,occupation-specific,,السعي بجهد لعدم تغيير طبيعة المياه على نحو غير ضروري عند التخلص من المكونات غير المرغوب فيها.,http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,تشغيل أنظمة أو معدات معالجة البترول أو الكيماويات أو المياه
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b4f100c-813d-4eec-8aa5-4227bb98c635,المتطلبات التشريعية المتعلقة بالشحن البحري,released,knowledge,sector-specific,,اتفاقيات المنظمة البحرية الدولية (IMO) المتعلقة بسلامة الأرواح في البحر وأمن وحماية البيئة البحرية.,http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa | http://data.europa.eu/esco/isced-f/0421,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0bca9840-478a-40fd-a6c3-c8cc923add98,وضع الخطط الإدارية,released,skill/competence,sector-specific,,وضع الخطط الإدارية لحفظ مصائد السمك والمواطن البيئية أو تجديدها عند اللزوم.,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,تطوير الخطط المالية أو التجارية أو التسويقية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cf3117a-c627-48e0-8d55-65b0f4557ae5,تطبيق تقنيات الفلاحة المستدامة,released,skill/competence,sector-specific,,"تطبيق تقنيات الفلاحة المستدامة مثل الحرث لصيانة الأراضي، الزراعة بدون حرث من أجل تقليل الضرر بالتربة.
   ",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,زراعة الأراضي والمحاصيل
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d0fe364-462d-48dd-b54b-e972e2bdecb1,أنواع مواد العزل,released,knowledge,cross-sector,,أنواع مواد العزل المختلفة وحالات استخدامها ومزاياها ومخاطرها وتكاليفها.,http://data.europa.eu/esco/isced-f/0732,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c,تبني سبل تقليل التلوث,released,skill/competence,transversal,,"تطبيق التدابير التي تهدف إلى تقليل تلوث الهواء، الضوضاء، الماء أو البيئة، مثلا من خلال استعمال وسائل النقل العامة، عدم ترك أية مخلفات في الطبيعة، تقليل الإنارة غير اللازمة وانبعاثات الضوضاء وخاصة أثناء الليل.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,تطبيق المهارات والخبرات الخاصة بالبيئة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e0b8991-4b24-4bb8-9113-df3ce43c1ff9,تقديم المشورة بشأن القضايا البيئية المتعلقة بالتعدين,released,skill/competence,sector-specific,,"تقديم المشورة إلى المهندسين والمساحين والموظفين الجيوتقنيين وعلماء الفلزات حول حماية البيئة وإصلاح الأراضي ذات الصلة بأنشطة التعدين.
    ",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,نصح الآخرين | تقديم المشورة بشأن القضايا البيئية | التواصل بشأن الأثر البيئي للتعدين
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e628dde-8d1b-4a1d-b973-a349fe1725c8,تولي التحكم في الترسبات,released,skill/competence,sector-specific,,إدارة عمليات ومشروعات التحكم في الترسبات. تخطيط إجراءات التحكم في الترسبات لمنع التربة المنجرفة من تلويث الممرات المائية المجاورة.,http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,تنظيم الأعمال والأنشطة وتخطيطها وجدولتها
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e78d9c9-7c3c-4c5c-82cb-205c16edbcb8,حاسوبيات محافظة على البيئة,released,knowledge,occupation-specific,,استخدام أنظمة تكنولوجيا المعلومات والاتصالات بطريقة مسؤولة بيئيًا ومستدامة، مثل تنفيذ الخوادم الموفرة للطاقة ووحدات المعالجة المركزية (CPus) وخفض الموارد والتخلص الصحيح من النفايات الإلكترونية.,http://data.europa.eu/esco/isced-f/0712,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e81fcff-2fb5-4c87-afc2-49b5e5d9db50,تشغيل مصنع غاز حيوي,released,skill/competence,occupation-specific,,تشغيل المعدات التي تعالج محاصيل الطاقة والنفايات من المزارع والمعروفة باسم المهضمات اللاهوائية. الحرص على تشغيل المعدات بطريقة صحيحة لتحويل الكتلة الحيوية إلى غاز حيوي يُستخدم لتوليد الحرارة والكهرباء.,http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,تشغيل أنظمة أو معدات معالجة البترول أو الكيماويات أو المياه
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f4cc60e-820e-439d-8810-31a2cc27ada6,استخدام معدات تطهير المياه,released,skill/competence,sector-specific,,تشغيل معدات تطهير المياه باستخدام الطرق والتقنيات المختلفة مثل الترشيح الميكانيكي وفقًا للاحتياجات.,http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,تشغيل أنظمة أو معدات معالجة البترول أو الكيماويات أو المياه
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101d63ee-bb22-4a7c-9e0a-c2716063696a,إجراء تقييمات بشأن الصحة والسلامة والبيئة,released,skill/competence,cross-sector,,تنفيذ التقييمات بشأن الصحة والسلامة والبيئة لضمان بيئة العمل وظروف العمل المناسبة.,http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838 | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176 | http://data.europa.eu/esco/skill/60ccdd6a-c100-43cf-9797-543a5c42b922,مراقبة السلامة أو الأمن | إتباع احتياطات السلامة في ممارسات العمل | ضمان اتباع معايير الصحة والسلامة في التصنيع
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101e6f4c-c892-4812-9e2c-f2b888771bb3,اختبار شفرات طواحين الهواء,released,skill/competence,sector-specific,,"اختبار التصميمات الجديدة لشفرات طواحين الهواء التي ستستخدم في مزارع الرياح وضمان صلاحية الشفرات للاستخدام بصورة سليمة وآمنة على مزرعة الرياح المستهدفة.
   ",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,تركيب الأجزاء الخشبية والمعدنية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/103f7814-d262-4df6-a1b6-759bc51f76cb,التقنيات المستدامة,released,knowledge,cross-sector,,"التقنيات التي تهدف إلى الحد من المخاطر البيئية، وتحقيق تأثير إيجابي متزامن اقتصادي واجتماعي وبيئي.  وهي تقنيات مبتكرة مصممة لمنع التأثير السلبي للبشرية على كوكب الأرض وتخفيضه والتعافي منه.
	",http://data.europa.eu/esco/isced-f/0712,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1063b061-329e-4212-8db4-ab936dc60efc,الاقتصاد البيئي,released,knowledge,sector-specific,,"المجال الفرعي للاقتصاد الذي يدرس التخصيص الفعال للموارد البيئية بهدف تقليل الآثار السلبية على البيئة الطبيعية إلى الحد الأدنى.
	",http://data.europa.eu/esco/isced-f/0311,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619,وضع سياسات زراعية,released,skill/competence,cross-sector,,وضع البرامج المخصصة لتطوير التقنيات والمنهجيات الجديدة في الزراعة وتطوير الاستدامة المحسنة والوعي البيئي في الزراعة وتنفيذهما.,http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,تطوير السياسات والأنظمة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,التحالفات الاجتماعية,released,knowledge,sector-specific,,"خلق علاقة شراكة بين مختلف الفاعلين (المشاريع، المنظمات غير الربحية، أو منظمات القطاع العام) تتم من خلالها المشاركة في الموارد والمعارف حول قضية مشتركة: وتحديداً من أجل مواجهة تحدي اجتماعي أو بيئي.
   ",http://data.europa.eu/esco/isced-f/0314,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/110d7aa3-e44e-4cce-a927-8d4de615f3d9,افراز النفايات,released,skill/competence,cross-sector,,فرز النفايات يدويًّا أو آليات عن طريق فصلها إلى عناصرها المختلفة.,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,فرز المواد أو المنتجات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,التحقق من عدم وجود أي آثار ضارة للإضافات الغذائية,released,skill/competence,occupation-specific,,ضمان أن إضافات الغذاء تخضع لتقييم علمي لتقييم ما إذا كانت المادة المضافة لها آثار ضارة على صحة البشر أو الحيوانات أو على البيئة.,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,الالتزام بإجراءات الصحة والسلامة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,تطوير عمليات إدارة النفايات,released,skill/competence,sector-specific,,تطوير المعدات والطرق والخطوات التي يمكن العمل بها في مختلف مرافق معالجة النفايات والتخلص منها لتحسين كفاءة عمليات إدارة النفايات وتقليل التأثير البيئي وضمان سلامة الموظفين الذين يعملون في إدارة النفايات.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,تطوير السياسات والإجراءات التشغيلية | إدارة النفايات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/128f318e-1bc8-4921-821f-b0aad1d98922,تحديد نظام التدفئة والتبريد الملائم,released,skill/competence,sector-specific,,"تحديد النظام المناسب بما يرتبط بموارد الطاقة المتاحة (التربة، الغاز، الكهرباء، المقاطعة، إلخ) والذي يلائم حاجات المباني شبه منعدمة الطاقة.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,وضع الأهداف والاستراتيجيات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,نقل المواد الخطرة,released,knowledge,sector-specific,,لوائح وإجراءات السلامة التي تنطوي على نقل المواد والمنتجات الخطرة، مثل النفايات الخطرة والمواد الكيميائية والمتفجرات والمواد القابلة للاشتعال.,http://data.europa.eu/esco/isced-f/1041,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/13f7cd7c-6ec5-4186-8744-de3c780b973d,تقديم النصح في تنسيق المواقع,released,skill/competence,occupation-specific,,تقديم النصح بشأن تخطيط تنسيق المواقع الجديد والقائم وتطويره والعناية به.,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/6ebb869b-3931-4c7f-b168-07e2a271b1bc,تقديم المشورة بشأن القضايا البيئية | قيادة مشروعات لتنسيق التصميمات الإنشائية الصلبة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/145fb42f-ebee-48e2-bdf8-2e935edc7158,تعقبم الأسطح,released,skill/competence,cross-sector,,اتخاذ إجراءات التنظيف السليمة، مع مراعاة التعامل مع المطهرات بأمان، لكي يزيل الملوثات والمخاطر البكتيرية من الأسطح المختلفة، مثل واجهات المباني والمركبات والطرق.,http://data.europa.eu/esco/skill/2bf2c727-ee42-4fc5-a4d7-2cd62b880433,التّنظيف
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,تأثير تغير المناخ,released,knowledge,cross-sector,,"فهم تأثير التغير المناخي على التنوع البيولوجي وظروف حياة النباتات والحيوانات.
    ",http://data.europa.eu/esco/isced-f/0532,
