conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05b70efb-6b80-4f04-9a25-67cd317daf37,CryEngine,released,knowledge,sector-specific,,محرك الألعاب CryEngine هو إطار برمجي يتكون من بيئات تطوير متكاملة وأدوات تصميم متخصصة، مصممة للتكرار السريع لألعاب الكمبيوتر المستندة إلى المستخدم.,http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/061f1c12-9811-46f7-ab3e-1d28367d6c73,"إستخدام نظام التصميم بمساعدة الحاسوب ""CAD"" فيما يتعلق بالقواعد",released,skill/competence,sector-specific,,ترقيم النهايات ومسحها ضوئيًّا. استخدام الملفات في مختلف أنظمة التصميم بمساعدة الحاسوب. إنتاج نماذج نعال لها أبعاد ثلاثية وإنشاء تصميمات بمساعدة الحاسوب لها أبعاد ثنائية. تصنيف تسلسل المقاسات والحصول عليه. تجهيز المواصفات التقنية للتصنيع. إنتاج تصميمات ورسومًا تقنية هندسية بمساعدة الحاسوب لها أبعاد ثنائية وثلاثية لقوالب النعال المصلدة والمحقونة. تصدير ملفات النماذج الظاهرية إلى الطابعات ثلاثية الأبعاد أو أنظمة التصنيع باستخدام الحاسوب أو التحكم الرقمي باستخدام الحاسوب.,http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1 | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,استخدام برمجيات التصميم بمساعدة الحاسوب | استخدام أدوات التصميم والرسم بمساعدة الحاسوب
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,تهيئة بيئات ثلاثية الأبعاد,released,skill/competence,sector-specific,,تطوير التمثيل ثلاثي الأبعاد بمساعدة الحاسوب لبيئة معينة مثل بيئة محاكاة حيث يستطيع المستخدمون التفاعل فيها.,http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,تشغيل برمجيات رسومات الحاسوب ثلاثية الأبعاد | تصميم المواد أو الأنظمة أو المنتجات الصناعية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,إجراء تحليلًا للبيانات الموجودة على الإنترنت,released,skill/competence,cross-sector,,تحليل التوقعات والبيانات الإلكترونية لأغراض فهم سلوك المستخدم وإثارة الاهتمام على الإنترنت والعوامل الأخرى التي يمكنها تحسين التطور والتعرض الشبكي.,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,اجراء تحليلًا على البيانات | معالجة المعلومات النوعية | إدارة، وجمع البيانات الرقمية وتخزينها
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,إدارة الامتثال للتدابير الأمنية المتعلقة بتكنولوجيا المعلومات,released,skill/competence,sector-specific,,تقديم المشورة بشأن تطبيق واستيفاء معايير الصناعة والممارسات المثلى والمتطلبات القانونية لأمن المعلومات.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,إدارة، وجمع البيانات الرقمية وتخزينها
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,الكلمات الرئيسية في المحتوى الرقمي,released,knowledge,sector-specific,,الأدوات الرقمية لإجراء عمليات بحث بالكلمات الأساسية. تحدد أنظمة استرجاع المعلومات محتوى مستند موجه بكلمات رئيسية وبيانات وصفية.,http://data.europa.eu/esco/isced-f/0611,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,خدمة تسمية النطاقات,released,knowledge,sector-specific,,"قاعدة بيانات التسميات التي تحدد أسماء نطاقات الإنترنت لعناوين بروتوكولات الإنترنت (IP).  ويسمح نظام تسمية النطاقات لمستخدمي الإنترنت باستخدام تسميات مثل عناوين مواقع الويب بدلاً من تذكر عناوين بروتوكولات الإنترنت الرقمية التي تستخدمها أجهزة الكمبيوتر لتحديد مواقع الويب الملموسة.
	",http://data.europa.eu/esco/isced-f/0612,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071a4197-06b3-4226-b9a1-efd15913280a,وضع نموذجًا للأجهزة الطبية,released,skill/competence,sector-specific,,"عمل نموذج الأجهزة الطبية ومحاكاتها باستخدام برنامج تصميم فني.
   ",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,استخدام أدوات التصميم والرسم بمساعدة الحاسوب
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,استخدام خريطة الخبرات,released,skill/competence,sector-specific,,دراسة كافة التفاعلات ونقاط التواصل بين الناس والمنتج أو العلامة التجارية أو الخدمة. تحديد المتغيرات الرئيسية مثل مدة كل نقطة تواصل ووتيرتها.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,إدارة، وجمع البيانات الرقمية وتخزينها
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0764b28d-04ee-4e80-bf58-b737f02a63e0,برامج الشرح النصي,released,knowledge,occupation-specific,,البرامج المتنوعة لإنشاء شروح نصية وترجمات في ملف يتم دمجه مع اللقطات الفعلية، مثل Telestream وMovieCaptioners.,http://data.europa.eu/esco/isced-f/0613,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07884056-a07a-40b7-bba3-1ceed61f529c,مخططات التواقيع في سلاسل الكتل,released,knowledge,sector-specific,,"تشمل مخططات التواقيع الرقمية الأساسية مخطط RSA ، ومخطط El-Gamal ، ووظائف Hash، وهجمات أعياد الميلاد، ومعيار التوقيع الرقمي.
	",http://data.europa.eu/esco/isced-f/0612,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,جعل البيانات تبدو طبيعية,released,skill/competence,sector-specific,,تقليص البيانات إلى شكلها الجوهري الدقيق (أشكالها الطبيعية) لتحقيق نتائج مثل تقليل التبعية والقضاء على الحشو وزيادة الترابط.,http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,انشاء معالجة بيانات | إدارة، وجمع البيانات الرقمية وتخزينها
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,انشاء نموذجًا أوليًا لحلول خبرة المستخدم,released,skill/competence,sector-specific,,تصميم النماذج المصطنعة بالحجم الطبيعي والنماذج الأولية والتدفقات وتجهيزها من أجل اختبار حلول خبرة المستخدم (UX) أو من أجل جمع التعقيبات من المستخدمين أو العملاء أو الشركاء أو أصحاب المصالح.,http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,إدارة المعلومات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,تطبيق السياسات التنظيمية للنظام,released,skill/competence,cross-sector,,تنفيذ السياسات الداخلية لتطوير النظم التكنولوجية، مثل أنظمة البرامج وأنظمة الشبكات وأنظمة الاتصالات السلكية واللاسلكية، واستخدامها الداخلي والخارجي لتحقيق مجموعة غايات وأهداف فيما يخص العمليات الفعالة للمنظمة ونموها.,http://data.europa.eu/esco/skill/72d1fa5d-1b7f-48e7-84e3-6e779841ddf1 | http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f | http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,التعبير عن الوفاء | تطبيق سياسات الشركة | اتباع الإجراءات التشغيلية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,اقتراح حلولاً تكنولوجيا المعلومات والاتصالات للمشكلات المتعلقة بالأعمال,released,skill/competence,cross-sector,,اقتراح الكيفية التي يمكن بها التصدي لقضايا الأعمال باستخدام وسائل تكنولوجيا المعلومات والاتصالات لتحسين عمليات الأعمال.,http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce | http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,حل المشكلات التقنية | وضع استراتيجية لحل المشاكل | تصميم أنظمة أو تطبيقات تكنولوجيا المعلومات والاتصالات | وضع حلولاً للمشكلات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,حساب تكاليف عمليات الإصلاح,released,skill/competence,sector-specific,,حساب تكاليف المواد والعمالة اللازمة لعمليات الإصلاح وفهم البرامج الحاسوبية المناسبة.,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,تنفيذ الحسابات | تقييم تكاليف التشغيل | تقدير الاحتياجات من الموارد
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ebc888-0f3f-46e7-99d2-a7c7ebd7ffe3,برنامج إدارة الممتلكات,released,knowledge,sector-specific,,"ميزات وعمل البرنامج الذي يُمكِّن من إدارة العمليات اليومية في شركات الإقامة، لتحسين الموارد والعمليات مثل الحجوزات، وأسعار الغرف، وتحليلات بيانات الإيرادات أو الفواتير.
	",http://data.europa.eu/esco/isced-f/1013,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,تشغيل أنظمة تضمين الوسائط,released,skill/competence,occupation-specific,,"تشغيل نظام تضمين الوسائط لتطبيقات الأداء الفني والحفلات أثناء إعداد وتهيئة والبروفات وكذلك أثناء الأداء الحي.
   ",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,تشغيل المعدات السمعية والبصرية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f,المحاكاة الحاسوبية,released,knowledge,cross-sector,,"برنامج يُشغَّل على حاسوب ويمثل استجابات دينامية لنظام يرمي إلى استكشاف سلوك نموذج رياضي، باستخدام نموذج لنظام حقيقي يتكون من معادلات رياضية.
	",http://data.europa.eu/esco/isced-f/0611,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,WizIQ,released,knowledge,sector-specific,,البرمجة الحاسوبية WizIQ هي منصة للتعلم الإلكتروني لإنشاء دورات تعليمية للتعليم الإلكتروني أو برامج التدريب وإدارتها وترتيبها وإعداد تقارير عنها وتقديمها.,http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,ادارة نظام تكنولوجيا المعلومات والاتصالات,released,skill/competence,sector-specific,,معالجة مكونات نظام تكنولوجيا المعلومات والاتصالات عن طريق الحفاظ على التكوين وإدارة المستخدمين والرقابة على استخدام الموارد والتخزين الاحتياطي وتثبيت المعدات أو البرمجيات اللازمة للامتثال للمتطلبات المحددة.,http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,القيام بصيانة نظام تكنولوجيا المعلومات والاتصالات | إنشاء أنظمة الكمبيوتر
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a3dcea-12de-447b-a3a5-aa657abc5e97,تنفيذ اختبارات الهندسة الاجتماعية,released,skill/competence,sector-specific,,"أداء محاكاة هجمات الهندسة الاجتماعية لتحديد أوجه الضعف في الموقف الأمني للمنظمة. وقد تتضمن اختبارات الهندسة الاجتماعية رسائل التصيّد الإلكتروني أو التزوير أو غيرها من أشكال التلاعب التي يستخدمها المهاجمون للحصول على معلومات حساسة أو الوصول غير المصرح به إلى الأنظمة.
	",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,مراقبة السلامة أو الأمن
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,إدارة بيانات البحث,released,skill/competence,cross-sector,,"إنتاج وتحليل البيانات العلمية الناتجة عن طرق البحث الكمي والنوعي. حفظ البيانات في قواعد بيانات البحث وصيانتها. دعم إعادة استخدام البيانات العلمية والاعتياد على أسس إدارة البيانات المفتوحة.
    ",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,إدارة المعلومات
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/094ef6aa-844f-44ce-8456-fdc49276bf58,الطباعة الرقمية,released,knowledge,sector-specific,,التقنية التي تُتيح طباعة صورة رقمية مباشرة على مجموعة متنوعة من المواد، غالبًا باستخدام طابعة نفث الحبر أو الليزر.,http://data.europa.eu/esco/isced-f/0211,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cf2c34-6f93-4a19-a9f1-c0d866414bcc,Cain and Abel,released,knowledge,sector-specific,,أداة البرامج قابيل وهابيل هي أداة لاستعادة كلمة المرور التي تختبر نظام تشغيل Microsoft لكشف نقاط الضعف الأمنية والوصول المحتمل غير المصرح به لمعلومات النظام. تقوم الأداة بفك ترميز كلمات المرور وفك تشفيرها والكشف عن كلمات المرور بوسائل مثل هجمات القوة الغاشمة وهجمات تحليل الشفرة وتحليل الشبكة وتحليل البروتوكولات.,http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,دورة حياة تطوير الأنظمة,released,knowledge,cross-sector,,تسلسل الخطوات، مثل التخطيط والإنشاء والاختبار والنشر والنماذج لتطوير وإدارة دورة حياة النظام.,http://data.europa.eu/esco/isced-f/0613,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,برامج النقل المتعلقة بنظام تخطيط موارد المؤسسات,released,knowledge,cross-sector,,برامج إدارة الأعمال لجمع وإدارة وتفسير البيانات المتعلقة بالشحن والدفع والمخزون والتصنيع المطبق في النقل والتوزيع.,http://data.europa.eu/esco/isced-f/0413,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,تفعيل نظام مراقبة العمليات المؤتمت,released,skill/competence,cross-sector,,تشغيل نظام مراقبة العمليات المؤتمت (PAS) المستخدم لمراقبة عمليات الإنتاج تلقائيًّا.,http://data.europa.eu/esco/skill/bf4196e4-839c-4f5f-b13b-eeed07ede160,تشغيل المعدات الصناعية الدقيقة
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,إدارة عملية طلب تغيير تكنولوجيا المعلومات والاتصالات,released,skill/competence,sector-specific,,تحديد الدافع وراء طلب تغيير تكنولوجيا المعلومات والاتصالات وتوضيح التعديل الذي يجب إجراؤه في النظام وتنفيذ هذا التغيير أو الإشراف على تنفيذه.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,توجيه الأنشطة التنفيذية
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,استخدام لغة وصف الواجهة,released,skill/competence,occupation-specific,,استخدام لغة المواصفات لوصف توصيل الواجهات بين مكونات البرمجيات أو البرامج بطريقة مستقلة عن لغة البرمجة. تشمل اللغات التي تدعم هذه الطريقة CORBA وWSDL من بين لغات أخرى.,http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d | http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968 | http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,تصميم مكونات الواجهات | تصميم واجهات التطبيق | برمجة أنظمة الكمبيوتر
